,Hotel name,Prices,Rating counts,Total Rating,Address,Distance from center,Hotel-link,text
63,"Moksha luxurious,Jibhi",10800,0.0,0.0,Jibhi,1.8 km ,https://www.booking.com/hotel/in/moksha-luxurious-jibhi.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240815&all_sr_blocks=1160443701_388743388_1_1_0&highlighted_blocks=1160443701_388743388_1_1_0&matching_block_id=1160443701_388743388_1_1_0&sr_pri_blocks=1160443701_388743388_1_1_0__1080000&dcs_click=1&from=searchresults#hotelTmpl,"Moksha luxurious,Jibhi, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels All vacation homes India Himachal Pradesh Jibhi Moksha luxurious,Jibhi (Vacation Home) (India) Deals OverviewVacation Home Info & PriceAmenitiesHouse rulesOne of our newest propertiesMore SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Book your vacation home stay We Price Match New to Booking.com Moksha luxurious,Jibhi Moksha luxurious,Jibhi Village Mihar jibhi, 175123 Jibhi, India  Show map After booking, all of the propertys details, including telephone and address, are provided in your booking confirmation and your account. Wonderful location +8 photos Moksha luxurious,Jibhi Reserve now Gallery Close No review score yet...We need at least 1 reviews before we can calculate a review score. If you book and review your stay, you can help Moksha luxurious,Jibhi meet this goal.Write a review Entire homeViewGardenPet friendlyFree WiFiTerraceBalconyFree parkingAir conditioningNon-smoking rooms Offering a garden, Moksha luxurious, Jibhi offers accommodations in Jibhi. This property offers access to a balcony, free private parking, and free Wifi. With direct access to a terrace with garden views, the air-conditioned vacation home consists of 1 bedroom. The nearest airport is KulluManali Airport, 32 miles from the vacation home. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree WiFi Non-smoking rooms Free parking Family rooms Breakfast Property Highlights Free private parking Reserve Save the property Be one of the first to add Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Accommodation TypeNumber of guests One-Bedroom House1 queen bedShow prices Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Host InfoMost Beautiful property with Hot Tub jacuzzi, Glass roof is beautiful and the balcony view is awesome from property.Languages spoken: English,HindiArea infoSee availabilityAmenities of Moksha luxurious,JibhiSee availabilityMost popular amenitiesFree WiFi Non-smoking rooms Free parking Family rooms Breakfast ParkingFree private parking is available at a location nearby (reservation is not needed).InternetWiFi is available in all areas and is free of charge.Room AmenitiesHeating Hot tub PetsPets are allowed. No extra charges.OutdoorsBalcony Terrace Garden SpaHot tub/Jacuzzi Outdoor & ViewGarden view View MiscellaneousAir conditioning Family rooms Non-smoking rooms Languages SpokenEnglish Hindi See availability House rules Moksha luxurious,Jibhi takes special requests  add in the next step! Check-in From 2:00 PM to 10:00 PM You need to let the property know what time you'll be arriving in advance. Check-out From 11:00 AM to 12:00 PM Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policies Children of all ages are welcome. To see correct prices and occupancy info, add the number and ages of children in your group to your search. Crib and extra bed policies 0 - 3 years Crib by request Rs. 1,000 per child, per night Additional fees are not calculated automatically in the total cost and will have to be paid for separately during your stay. 1 crib available on request. All cribs and extra beds are subject to availability. No age restriction There's no age requirement for check-in Pets Free! Pets are allowed. No extra charges."
56,Natur3Rich,8500,0.0,0.0,Jibhi,1.5 km ,https://www.booking.com/hotel/in/natur3rich.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240815&all_sr_blocks=1133772201_386030546_0_1_0&highlighted_blocks=1133772201_386030546_0_1_0&matching_block_id=1133772201_386030546_0_1_0&sr_pri_blocks=1133772201_386030546_0_1_0__850000&dcs_click=1&from=searchresults#hotelTmpl,"Natur3Rich, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels All resorts India Himachal Pradesh Jibhi Natur3Rich (Resort), Jibhi (India) Deals OverviewInfo & pricesAmenitiesHouse rulesThe fine printNo reviews yetMore SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Reserve your resort stay We Price Match New to Booking.com Natur3Rich Natur3Rich Jibhi, Village Tandi, 175123 Jibhi, India  Show map After booking, all of the propertys details, including telephone and address, are provided in your booking confirmation and your account. +1 photo Natur3Rich Reserve now Gallery Close No review score yet...We need at least 1 reviews before we can calculate a review score. If you book and review your stay, you can help Natur3Rich meet this goal.Write a review Located in Jibhi, Natur3Rich has a garden, terrace, restaurant, and free WiFi throughout the property. The property has room service and a 24-hour front desk for guests. At the resort, all rooms include a desk, bed linen and a balcony with a mountain view. The private bathroom is equipped with a shower, free toiletries and a hairdryer. Natur3Rich offers an  la carte or vegetarian breakfast. The nearest airport is KulluManali Airport, 31 miles from the accommodation. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree WiFi Non-smoking rooms Free parking Room service Family rooms Breakfast Property Highlights Breakfast Info Vegetarian, Breakfast to go Free private parking Reserve Save the property Saved to 17 lists Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Room TypeNumber of guests Superior King Room1 king bedShow prices Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Area infoSee availabilityResort Facilities at Natur3RichSee availabilityMost popular amenitiesFree WiFi Non-smoking rooms Free parking Room service Family rooms Breakfast BathroomToilet paper Towels Slippers Private Bathroom Toilet Free toiletries Bathrobe Hairdryer Shower BedroomLinens ViewMountain view View OutdoorsBalcony Terrace Garden KitchenDining table Electric kettle Room AmenitiesClothes rack Living AreaDining area Desk InternetWiFi is available in all areas and is free of charge.ParkingFree private parking is available at a location nearby (reservation is needed).ServicesWake-up service 24-hour front desk Room service GeneralSmoke-free property Heating Fan Family rooms Non-smoking rooms Languages SpokenEnglish Hindi See availability House rules Natur3Rich takes special requests  add in the next step! Check-in From 2:00 PM to 6:00 PM Check-out From 8:00 AM to 11:00 AM Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policiesChildren of all ages are welcome.To see correct prices and occupancy info, add the number and ages of children in your group to your search.Crib and extra bed policies0+ yearsExtra bed upon requestRs. 3,700 per person, per nightPrices for extra beds aren't included in the total price. They'll have to be paid for separately during your stay.The number of extra beds allowed depends on the option you choose. Check your selected option for more info.There are no cribs available at this property.All extra beds are subject to availability. No age restriction There's no age requirement for check-in Pets Pets are not allowed. Cash only This property only accepts cash payments. The fine printMust-know information for guests at this propertySee availabilityThis property does not accommodate bachelor(ette) or similar parties."
7,Stargazing Cottages Jibhi,8400,8.8,19.0,Jibhi,0.9 km ,https://www.booking.com/hotel/in/stargazing-cottages.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240831&all_sr_blocks=713448201_298326888_0_1_0&highlighted_blocks=713448201_298326888_0_1_0&matching_block_id=713448201_298326888_0_1_0&sr_pri_blocks=713448201_298326888_0_1_0__840000&dcs_click=1&from=searchresults#hotelTmpl,"Stargazing Cottages Jibhi, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels All lodges India Himachal Pradesh Jibhi Stargazing Cottages Jibhi (Lodge) (India) Deals OverviewInfo & pricesAmenitiesHouse rulesThe fine printGuest reviews (19)More SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Reserve We Price Match Airport shuttle Stargazing Cottages Jibhi Stargazing Cottages Jibhi The Minimal Stargazing Cottages, Jibhi Banjar, Kullu, Himachal Pradesh, 175123 Jibhi, India  Excellent location  show map <p><b>Excellent</b> location  rated 9.1/10! <small>(score from <b>19</b> reviews)</small></p> <p>Real guests  Real stays  Real opinions</p> 8.8Scored 8.8 Excellent Rated excellent19 reviews Facilities 8.3 Cleanliness 9.6 Comfort 8.8 Value for money 8.4 Location 9.1 Total 8.8 This is a carousel with rotating slides. It displays featured reviews of the property. Use the Next and Previous buttons to navigate. Loved the property, location and especially the customer experience. Anubhav India The stay was amazing.. Mr. Ajay has helped us all through our stay. Perfect place to relax. Telikicherla India The cabin, window in the roof for star gazing, very helpful friendly owner, Ajay & food was delicious. all amenities in the room were of the best quality - room was clean and comfortable. views from room were awesome Jayashree India Staff 9.2 +36 photos Stargazing Cottages Jibhi Reserve now Gallery Close Lock in a great price for Stargazing Cottages Jibhi  rated 8.8 by recent guests! Enter dates to get started. Lock in a great price for Stargazing Cottages Jibhi  rated 8.8 by recent guests! Enter dates to get started. 8.8Scored 8.8 ExcellentRated excellent19 reviews What guests loved the most: Loved the property, location and especially the customer experience. Anubhav India The stay was amazing.. Mr. Ajay has helped us all through our stay. Perfect place to relax. Telikicherla India The cabin, window in the roof for star gazing, very helpful friendly owner, Ajay & food was delicious. all amenities in the room were of the best quality - room was clean and comfortable. Jayashree India Categories: Staff9.2 Facilities8.3 Cleanliness9.6 Comfort8.8 Value for money8.4 Location9.1 You're eligible for a Genius discount at Stargazing Cottages Jibhi! To save at this property, all you have to do is sign in. Located in Jibhi, Stargazing Cottages Jibhi provides accommodations with free WiFi, air conditioning and access to a garden. There's a fully equipped private bathroom with shower and free toiletries. At the lodge you'll find a restaurant serving Chinese, Indian and Italian cuisine. A vegetarian option can also be requested. The nearest airport is KulluManali, 29 miles from Stargazing Cottages Jibhi, and the property offers a paid airport shuttle service. Couples in particular like the location  they rated it 9.3 for a two-person trip. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree WiFi Non-smoking rooms Private Parking Airport shuttle Room service Restaurant Family rooms Tea/Coffee Maker in All Rooms Breakfast Property Highlights Top Location: Highly rated by recent guests (9.1) Private parking available Reserve Save the property Saved to 275 lists Sign in, save moneyYou could save 10% or more at this property when you sign inSign inCreate an account Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Room TypeNumber of guests Deluxe Double Room with Balcony1 queen bedShow pricesDouble Room with Mountain View1 queen bedShow pricesFamily Room with Mountain View1 twin bedand1 king bedor1 twin bed 4Show pricesDouble Room with Mountain View1 queen bedShow prices Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Guest reviewsSee availability8.8Scored 8.8 ExcellentRated excellent  19 reviewsRead all reviewsCategories:Staff 9.2Facilities 8.3Cleanliness 9.6Comfort 8.8Value for money 8.4Location 9.1Select topics to read reviews:BreakfastDinnerParkingLocationViewSee what guests loved the most:Anubhav IndiaLoved the property, location and especially the customer experience.Read moreTelikicherla IndiaThe stay was amazing.. Mr. Ajay has helped us all through our stay. Perfect place to relax.Read moreJayashree IndiaThe cabin, window in the roof for star gazing, very helpful friendly owner, Ajay & food was delicious. all amenities in the room were of the best quality - room was clean and comfortable. views from room were awesomeRead moreRead all reviewsArea infoSee availabilityRestaurants1 Restaurant On SiteRestaurant #1CuisineChinese  Indian  Italian  PizzaOpen forBreakfast  Brunch  Lunch  Dinner  High teaAmbienceFamily-friendly  ModernDietary optionsVegetarianAmenities of Stargazing Cottages JibhiGreat facilities! Review score, 8.3See availabilityMost popular amenitiesFree WiFi Non-smoking rooms Private Parking Airport shuttle Room service Restaurant Family rooms Tea/Coffee Maker in All Rooms Breakfast BathroomPrivate Bathroom Free toiletries Shower ViewMountain view View OutdoorsGarden KitchenElectric kettle Food & DrinkRestaurant Tea/Coffee maker InternetWiFi is available in all areas and is free of charge.ParkingPrivate parking is available at a location nearby (reservation is needed) and costs Rs. 200 per day.ServicesAirport shuttle Additional charge24-hour front desk Room service GeneralAir conditioning Heating Family rooms Non-smoking rooms Languages SpokenEnglish Hindi Property practiceThis property told us they've implemented a practice in one of these categories: waste, water, energy and greenhouse gases, destination and community, or nature.Learn more See availability House rules Stargazing Cottages Jibhi takes special requests  add in the next step! Check-in From 2:00 PM to 10:00 PM Check-out From 10:00 AM to 11:00 AM Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policiesChildren over 5 are welcome.Children 18 and above will be charged as adults at this property.To see correct prices and occupancy info, add the number and ages of children in your group to your search.Crib and extra bed policiesThe number of extra beds allowed depends on the option you choose. Check your selected option for more info.There are no cribs available at this property.All extra beds are subject to availability. Age restriction No age restriction for check-in. (Only children 5 and up are allowed) Pets Pets are not allowed. Cash only This property only accepts cash payments. The fine printMust-know information for guests at this propertySee availabilityPlease inform Stargazing Cottages Jibhi of your expected arrival time in advance. You can use the Special Requests box when booking, or contact the property directly using the contact details in your confirmation.Payment before arrival by bank transfer is required. The property will contact you after you book to provide instructions."
55,Dreamscape Treehouse & Cottages,7650,8.0,1.0,Jibhi,0.9 km ,https://www.booking.com/hotel/in/dreamscape-treehouse-amp-cottages.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240815&all_sr_blocks=1119778901_384792142_1_2_0&highlighted_blocks=1119778901_384792142_1_2_0&matching_block_id=1119778901_384792142_1_2_0&sr_pri_blocks=1119778901_384792142_1_2_0__765000&dcs_click=1&from=searchresults#hotelTmpl,"Dreamscape Treehouse & Cottages, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels All vacation homes India Himachal Pradesh Jibhi Dreamscape Treehouse & Cottages (Vacation Home), Jibhi (India) Deals OverviewVacation Home Info & PriceAmenitiesHouse rulesThe fine printGuest Review (1)More SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Book your vacation home stay We Price Match Dreamscape Treehouse & Cottages Dreamscape Treehouse & Cottages Dreamscape Cottages and Treehouses Jibhi, Banjar, Kullu, 175123 Jibhi, India  Good location  show map After booking, all of the propertys details, including telephone and address, are provided in your booking confirmation and your account. 8.0Scored 8 Very Good Rated very good1 review Facilities 7.5 Cleanliness 7.5 Comfort 7.5 Value for money 7.5 Location 7.5 Total 8.0 Staff 7.5 +5 photos Dreamscape Treehouse & Cottages Reserve now Gallery Close Lock in a great price for Dreamscape Treehouse & Cottages  rated 8 by recent guests! Enter dates to get started. Lock in a great price for Dreamscape Treehouse & Cottages  rated 8 by recent guests! Enter dates to get started. 8.0Scored 8 Very GoodRated very good1 review Categories: Staff7.5 Facilities7.5 Cleanliness7.5 Comfort7.5 Value for money7.5 Location7.5 Entire home600 ft sizeViewBalconyFree parkingBathtub Offering direct access to a balcony, the vacation home consists of 1 bedroom. Free private parking is available at Dreamscape Treehouse & Cottages. The accommodation is non-smoking. The nearest airport is KulluManali Airport, 29 miles from the vacation home. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree parking Breakfast Property Highlights Free private parking Reserve Save the property Saved to 15 lists Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Accommodation TypeNumber of guests One-Bedroom House1 full bedand1 king bedShow prices Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Guest reviewsSee availability8.0Scored 8 Very GoodRated very good  1 reviewRead all reviewsCategories:Staff 7.5Facilities 7.5Cleanliness 7.5Comfort 7.5Value for money 7.5Location 7.5Read all reviewsHosted by Mandeep Sethi7.57.5Host Review Score Host Review ScoreMandeep SethiNestled in the midst of Jibhi's Pristine Pine Forest with beautiful mountain views.A passionate about travel & leisureLanguages spoken: English,HindiArea infoSee availabilityAmenities of Dreamscape Treehouse & CottagesSee availabilityMost popular amenitiesFree parking Breakfast ParkingFree private parking is available at a location nearby (reservation is not needed).InternetNo internet access available.BathroomToilet paper Bathtub or shower Slippers Toilet Free toiletries Bathtub Room AmenitiesHeating OutdoorsBalcony Outdoor & ViewView MiscellaneousSmoke-free property Languages SpokenEnglish Hindi See availability House rules Dreamscape Treehouse & Cottages takes special requests  add in the next step! Check-in From 1:00 PM to 9:00 PM You need to let the property know what time you'll be arriving in advance. Check-out Available 24 hours Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policies Children of all ages are welcome. To see correct prices and occupancy info, add the number and ages of children in your group to your search. Crib and extra bed policies No cribs or extra beds are available. No age restriction There's no age requirement for check-in Smoking Smoking is not allowed. Parties Parties/events are not allowed Pets Pets are not allowed. The fine printMust-know information for guests at this propertySee availabilityThis property does not accommodate bachelor(ette) or similar parties."
42,Cloudwalk Treehouse,7290,9.6,7.0,Jibhi,1 km ,https://www.booking.com/hotel/in/cloudwalk-treehouse.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240812&all_sr_blocks=984621701_370871919_1_1_0&highlighted_blocks=984621701_370871919_1_1_0&matching_block_id=984621701_370871919_1_1_0&sr_pri_blocks=984621701_370871919_1_1_0__729000&dcs_click=1&from=searchresults#hotelTmpl,"Cloudwalk Treehouse, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels India Himachal Pradesh Jibhi Cloudwalk Treehouse (Cabin), Jibhi (India) Deals OverviewInfo & pricesAmenitiesHouse rulesThe fine printGuest reviews (7)More SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Reserve your cabin stay We Price Match Cloudwalk Treehouse Cloudwalk Treehouse Cloud Walk Tree House, Village Bhua,P.O-tandi, Tehsil Banjar, District Kullu,Jibhi, Himachal Pradesh, Banjar, India 175123, 175123 Jibhi, India  Great location - show map After booking, all of the propertys details, including telephone and address, are provided in your booking confirmation and your account. 9.6Scored 9.6 Exceptional Rated exceptional7 reviews Facilities 8.9 Cleanliness 9.6 Comfort 9.3 Value for money 8.6 Location 8.9 Total 9.6 This is a carousel with rotating slides. It displays featured reviews of the property. Use the Next and Previous buttons to navigate. I like the view and the peace over there, there was a lady named ganga very sweet she was , food was good everything about this place is beutiful. Shivani India Its an amazing property with a fabulous valley view. Madan India Staff 9.6 Cloudwalk Treehouse Reserve now Gallery Close Lock in a great price for Cloudwalk Treehouse  rated 9.6 by recent guests! Enter dates to get started. Lock in a great price for Cloudwalk Treehouse  rated 9.6 by recent guests! Enter dates to get started. 9.6Scored 9.6 ExceptionalRated exceptional7 reviews What guests loved the most: I like the view and the peace over there, there was a lady named ganga very sweet she was , food was good everything about this place is beutiful. Shivani India Its an amazing property with a fabulous valley view. Madan India Categories: Staff9.6 Facilities8.9 Cleanliness9.6 Comfort9.3 Value for money8.6 Location8.9 Entire homeViewFree WiFiBalconyFree parkingParking on site Both Wifi and private parking are available at Cloudwalk Treehouse free of charge. Opening onto a balcony, the chalet consists of 1 bedroom. The accommodation is non-smoking. The nearest airport is KulluManali Airport, 30 miles from the chalet. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree WiFi Free parking Breakfast Property Highlights Top Location: Highly rated by recent guests (8.9) Free Private Parking Available On Site Reserve Save the property Saved to 98 lists Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Accommodation TypeNumber of guests One-Bedroom Chalet1 queen bedShow prices Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Guest reviewsSee availability9.6Scored 9.6 ExceptionalRated exceptional  7 reviewsRead all reviewsCategories:Staff 9.6Facilities 8.9Cleanliness 9.6Comfort 9.3Value for money 8.6Location 8.9Select topics to read reviews:ViewRoomBreakfastLocationBedSee what guests loved the most:Shivani IndiaI like the view and the peace over there, there was a lady named ganga very sweet she was , food was good everything about this place is beutiful.Read moreMadan IndiaIts an amazing property with a fabulous valley view.Read moreRead all reviewsHost Info9.69.6Host Review Score Host Review ScoreLocated away from the hustle bustle of tourists. Requires a 15 minute walk through farms and Rhodo trees from the main road. The luggage wil be carried by our himachali boys Languages spoken: English,HindiArea infoSee availabilityAmenities of Cloudwalk TreehouseGreat facilities! Review score, 8.9See availabilityMost popular amenitiesFree WiFi Free parking Breakfast ParkingFree private parking is available on site (reservation is needed).InternetWiFi is available in all areas and is free of charge.Room AmenitiesHeating Hot tub OutdoorsBalcony SpaHot tub/Jacuzzi Outdoor & ViewView MiscellaneousSmoke-free property Languages SpokenEnglish Hindi See availability House rules Cloudwalk Treehouse takes special requests  add in the next step! Check-in From 12:00 PM to 8:00 PM You need to let the property know what time you'll be arriving in advance. Check-out Available 24 hours Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policies Children of all ages are welcome. To see correct prices and occupancy info, add the number and ages of children in your group to your search. Crib and extra bed policies No cribs or extra beds are available. No age restriction There's no age requirement for check-in Cash only This property only accepts cash payments. Smoking Smoking is not allowed. Parties Parties/events are not allowed Pets Pets are not allowed. The fine printMust-know information for guests at this propertySee availabilityThis property does not accommodate bachelor(ette) or similar parties."
36,Himalayan Chalets Jibhi,7000,0.0,0.0,Jibhi,In the city center,https://www.booking.com/hotel/in/himalayan-chalets-jibhi.html?label=bc29a95ef28e11ee8e8d715acd892bb1&sid=f7dfbf4df493fe46ecc5e846650e34cc&aid=2167732&ucfs=1&arphpl=1&checkin=2024-04-04&checkout=2024-04-05&dest_id=900056686&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=055b6563793c010b&srepoch=1712240812&all_sr_blocks=1138780101_386590880_2_1_0&highlighted_blocks=1138780101_386590880_2_1_0&matching_block_id=1138780101_386590880_2_1_0&sr_pri_blocks=1138780101_386590880_2_1_0__700000&dcs_click=1&from=searchresults#hotelTmpl,"Himalayan Chalets Jibhi, Jibhi  Updated 2024 Prices Skip to main content USDList your propertyRegisterSign inStaysFlightsFlight + HotelCar rentalsCruisesAttractionsAirport taxisMore Home Hotels India Himachal Pradesh Jibhi Himalayan Chalets Jibhi (Hotel) (India) Deals OverviewInfo & pricesAmenitiesHouse rulesThe fine printNo reviews yetMore SearchDestination/property name:Check-in date+Check-in DateCheck-out date+Check-out Date2 adults  0 children  1 roomI'm traveling for workSearch Show on map Reserve We Price Match New to Booking.com Himalayan Chalets Jibhi Himalayan Chalets Jibhi Pathi tandi , kothi , talokpur , Banjar , Himachal Pradesh 175123, 175123 Jibhi, India  Show map After booking, all of the propertys details, including telephone and address, are provided in your booking confirmation and your account. Wonderful location +37 photos Himalayan Chalets Jibhi Reserve now Gallery Close No review score yet...We need at least 1 reviews before we can calculate a review score. If you book and review your stay, you can help Himalayan Chalets Jibhi meet this goal.Write a review Himalayan Chalets Jibhi is offering accommodations in Jibhi. This 5-star hotel offers room service, a 24-hour front desk and free WiFi. There's a restaurant serving American cuisine, and free private parking is available. At the hotel, the rooms have a desk, bed linen and a balcony with a mountain view. The rooms are equipped with a flat-screen TV, and some accommodations at Himalayan Chalets Jibhi have a city view. At the accommodation, every room comes with a seating area. Guests at Himalayan Chalets Jibhi can enjoy a continental breakfast. The nearest airport is KulluManali Airport, 30 miles from the hotel. Distance in property description is calculated using  OpenStreetMap Show me more Most popular amenitiesFree WiFi Non-smoking rooms Free parking Room service Restaurant Tea/Coffee Maker in All Rooms Breakfast Property Highlights Breakfast Info Continental Free private parking available at the hotel Reserve Save the property Be one of the first to add Availability We Price Match Select dates to see this property's availability and prices Check-in Date  Check-out Date2 adults  0 children  1 roomSearch Room TypeNumber of guests Double Room1 twin bedShow pricesDouble Room1 twin bedShow pricesDouble Room1 twin bedShow pricesDouble Room1 full bedShow pricesDouble Room1 full bedShow pricesDouble Room1 full bedShow pricesDouble Room1 full bedShow pricesDouble Room1 full bedShow prices Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. Something went wrong  please try again later. No credit card needed to book. We'll send you an email confirming your reservation. Hotel area infoSee availabilityRestaurants1 Restaurant On SiteRestaurant #1CuisineAmerican  Chinese  Indian  Pizza  Grill/BBQOpen forBreakfast  Lunch  DinnerAmbienceFamily-friendly  RomanticAmenities of Himalayan Chalets JibhiSee availabilityMost popular amenitiesFree WiFi Non-smoking rooms Free parking Room service Restaurant Tea/Coffee Maker in All Rooms Breakfast BathroomToilet paper Towels Slippers Toilet Hairdryer Bathtub Shower BedroomLinens ViewMountain view View OutdoorsBalcony KitchenDining table Electric kettle Room AmenitiesClothes rack Living AreaSitting area Desk Media & TechnologyFlat-screen TV Food & DrinkRestaurant Tea/Coffee maker InternetWiFi is available in all areas and is free of charge.ParkingFree private parking is available on site (reservation is not needed).ServicesWake-up service 24-hour front desk Room service GeneralSmoke-free property Hardwood or parquet floors Private entrance Heating Non-smoking rooms Languages SpokenEnglish Hindi See availability House rules Himalayan Chalets Jibhi takes special requests  add in the next step! Check-in Available 24 hours Check-out From 8:00 AM to 11:00 AM Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodations type. Please enter the dates of your stay and check what conditions apply to your preferred room. Children & Beds Child policiesChildren of all ages are welcome.To see correct prices and occupancy info, add the number and ages of children in your group to your search.Crib and extra bed policiesCribs and extra beds aren't available at this property. No age restriction There's no age requirement for check-in Pets Pets are not allowed. Cash only This property only accepts cash payments. The fine printMust-know information for guests at this propertySee availabilityThis property does not accommodate bachelor(ette) or similar parties."
